movieId	imdbId	tmdbId	Title	Year	Director	Actors	Genre	Language	Country	Plot
114	0113774	71754	Margaret's Museum	1995	Mort Ransen	Helena Bonham Carter, Clive Russell, Craig Anthony Olejnik, Kate Nelligan	Drama	English, Scottish Gaelic, Cantonese	Canada, UK	Margaret MacNiel, a girl living in a Cape Breton coal mining town, finds her life changing when she meets Neil Currie, a cheerful bagpipe-playing dishwasher. Unfortunately, neither of them are able to escape the industry around them.
116	0112373	51352	Anne Frank Remembered	1995	Jon Blair	Kenneth Branagh, Janny Brandes-Brilslijper, Glenn Close, Rose De Liema	Documentary, Biography, War	English	UK, USA, Netherlands	Using previously unreleased archival material in addition to contemporary interviews, this academy award-winning documentary tells the story of the Frank family and presents the first ...
117	0115033	16934	The Young Poisoner's Handbook	1995	Benjamin Ross	Tobias Arnold, Ruth Sheen, Roger Lloyd Pack, Hugh O'Conor	Crime, Drama	English	UK, Germany, France	This film is based on a true story about a British teenager who allegedly poisoned family, friends, and co-workers. Graham is highly intelligent, but completely amoral. He becomes ...
118	0116606	10324	If Lucy Fell	1996	Eric Schaeffer	Sarah Jessica Parker, Eric Schaeffer, Ben Stiller, Elle Macpherson	Comedy, Romance	English	USA	Joe and Lucy are roommates and best friends. Lucy, whose love life is embarrassingly dull, convinces Joe, who is infatuated with a neighbor he's never met, that if they don't have stable ...
119	0114536	78406	Steal Big Steal Little	1995	Andrew Davis	Andy Garcia, Alan Arkin, Rachel Ticotin, Joe Pantoliano	Comedy	English	USA	Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So...
121	0106473	32119	The Boys of St. Vincent	1992	John N. Smith	Henry Czerny, Johnny Morina, Brian Dooley, Philip Dinn	Drama	English	Canada	The true story of boys being sexually abused at their orphanage ran by a religious community in Newfoundland.
122	0103859	11066	Boomerang	1992	Reginald Hudlin	Eddie Murphy, Robin Givens, Halle Berry, David Alan Grier	Comedy, Drama, Romance	English, French	USA	A successful executive and womanizer finds his lifestyle choices have turned back on him when his new female boss turns out to be an even bigger deviant than he is.
123	0109424	11104	Chungking Express	1994	Kar-Wai Wong	Brigitte Lin, Tony Chiu Wai Leung, Faye Wong, Takeshi Kaneshiro	Comedy, Drama, Romance	Cantonese, English, Japanese, Hindi, Mandarin	Hong Kong	Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal server at a late-night restaurant he frequents.
124	0114808	37975	The Star Maker	1995	Giuseppe Tornatore	Sergio Castellitto, Tiziana Lodato, Franco Scaldati, Leopoldo Trieste	Drama, Romance	Italian, Sicilian, Spanish	Italy	A photographer and the types of people he encounters.
125	0116324	2074	Flirting with Disaster	1996	David O. Russell	Ben Stiller, Patricia Arquette, Téa Leoni, Mary Tyler Moore	Comedy	English	USA	A young man, his wife, and his incompetent case worker travel across country to find his birth parents.
126	0110647	27793	The Neverending Story III	1994	Peter MacDonald	Jason James Richter, Melody Kay, Jack Black, Carole Finn	Adventure, Comedy, Family	English	Germany, USA	A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.
129	0114131	110972	Pie in the Sky	1996	Bryan Gordon	Josh Charles, Anne Heche, John Goodman, Christine Lahti	Comedy, Romance	English	USA	A whimsical saga of a young man whose two life-consuming passions are unraveling traffic gridlock and an avant-garde dancer. A romantic comedy.
130	0112364	32622	Angela	1995	Rebecca Miller	Miranda Rhyne, Charlotte Eve Blythe, Anna Levine, John Ventimiglia	Drama	English	USA	A ten year old girl named Angela leads her six year old sister, Ellie, through various regimens of 'purification' in an attempt to rid themselves of their evil, which she believes to be the...
131	0113107	73067	Frankie Starlight	1995	Michael Lindsay-Hogg	Corban Walker, Niall Toibin, Owen Roe, Gabriel Byrne	Drama, Romance, War	English	France, UK, Ireland, USA	This is a story of a man (Walker), suffering from dwarfism, who writes an autobiographical account of his life. In flashbacks, we see how he was conceived to a woman (Parillaud) at the end ...
132	0113451	11863	Jade	1995	William Friedkin	David Caruso, Linda Fiorentino, Chazz Palminteri, Richard Crenna	Crime, Drama, Thriller	English	USA	A bright assistant D.A. investigates a gruesome hatchet murder and hides a clue he found at the crime scene. Under professional threats and an attempt on his life, he goes on heartbroken because evidence point to the woman he still loves.
135	0116130	9101	Down Periscope	1996	David S. Ward	Kelsey Grammer, Lauren Holly, Rob Schneider, Harry Dean Stanton	Comedy	English	USA	Lt. Cmdr. Tom Dodge is assigned as Captain to the USS Stingray, an old diesel driven submarine that has seen better days. With a crew that consists only of weird guys (and a gal), he's ...
137	0113756	5757	Man of the Year	1995	Dirk Shafer	Vivian Paxton, Claudette Sutherland, Michael Ornstein, Cal Bartlett	Comedy	Yiddish, English	USA, UK	Mockumentary look at Playgirl Magazine centerfold and 1992 Man of the Year, Dirk Shafer, who kept it a secret from the magazine that he is gay. Most of the film is a fictionalized retelling...
140	0118055	9302	Up Close & Personal	1996	Jon Avnet	Robert Redford, Michelle Pfeiffer, Stockard Channing, Joe Mantegna	Drama, Romance	English	USA	An ambitious young woman, determined to build a career in TV journalism, gets good advice from her first boss, and they fall in love.
141	0115685	11000	The Birdcage	1996	Mike Nichols	Robin Williams, Gene Hackman, Nathan Lane, Dianne Wiest	Comedy	English	USA	A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing moralistic parents.
144	0112585	16388	The Brothers McMullen	1995	Edward Burns	Shari Albert, Maxine Bahns, Catharine Bolz, Connie Britton	Comedy, Drama, Romance	English	USA	Three Irish Catholic brothers from Long Island struggle to deal with love, marriage, and infidelity.
145	0112442	9737	Bad Boys	1995	Michael Bay	Lisa Boyle, Will Smith, Martin Lawrence, Michael Taliferro	Action, Comedy, Crime	English	USA	Two hip detectives protect a murder witness while investigating a case of stolen heroin.
146	0112342	30765	The Amazing Panda Adventure	1995	Christopher Cain	Stephen Lang, Ryan Slater, Yi Ding, Wang Fei	Family, Adventure, Drama	English	USA	A young American boy visiting in China helps his zoologist father rescue a panda cub from unscrupulous poachers while his panda reserve is threatened with closure from officious bureaucrats.
147	0112461	10474	The Basketball Diaries	1995	Scott Kalvert	Leonardo DiCaprio, Lorraine Bracco, Marilyn Sokol, James Madio	Biography, Crime, Drama	English	USA	A teenager finds his dreams of becoming a basketball star threatened after he free falls into the harrowing world of drug addiction.
148	0112427	22279	An Awfully Big Adventure	1995	Mike Newell	Alan Rickman, Hugh Grant, Georgina Cates, Alun Armstrong	Comedy, Drama, Romance	English	UK	Set right after World War II, a naive teenage girl joins a shabby theatre troupe in Liverpool. During a winter production of Peter Pan, the play quickly turns into a dark metaphor for youth...
149	0109093	30157	Amateur	1994	Hal Hartley	Isabelle Huppert, Martin Donovan, Elina Löwensohn, Damian Young	Comedy, Crime, Drama	English	USA, UK, France	Isabelle is an ex-nun waiting for her special mission from God. In the meantime, she is making a living writing pornography. She meets Thomas, a sweet, confused amnesiac who cannot remember...
150	0112384	568	Apollo 13	1995	Ron Howard	Tom Hanks, Bill Paxton, Kevin Bacon, Gary Sinise	Adventure, Drama, History	English	USA	NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.
151	0114287	11780	Rob Roy	1995	Michael Caton-Jones	Liam Neeson, Jessica Lange, John Hurt, Tim Roth	Adventure, Biography, History	English	USA, UK	In 1713 Scotland, Rob Roy MacGregor is wronged by a nobleman and his nephew, becomes an outlaw in search of revenge while fleeing the Redcoats, and faces charges of being a Jacobite.
152	0112288	34996	The Addiction	1995	Abel Ferrara	Lili Taylor, Christopher Walken, Annabella Sciorra, Edie Falco	Horror	English	USA, Argentina	A New York philosophy grad student turns into a vampire after getting bitten by one, and then tries to come to terms with her new lifestyle and frequent craving for human blood.
153	0112462	414	Batman Forever	1995	Joel Schumacher	Val Kilmer, Tommy Lee Jones, Jim Carrey, Nicole Kidman	Action, Adventure, Fantasy	English	USA, UK	Batman must battle Two-Face and The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin.
154	0061395	649	Belle de Jour	1967	Luis Buñuel	Catherine Deneuve, Jean Sorel, Michel Piccoli, Geneviève Page	Drama	French, Spanish, Mongolian	France, Italy	A frigid young housewife decides to spend her midweek afternoons as a prostitute.
155	0112495	1873	Beyond Rangoon	1995	John Boorman	Patricia Arquette, U Aung Ko, Frances McDormand, Spalding Gray	Action, Drama	English	UK, USA	Laura is trying to pick up the pieces of her life after the murder of her husband and son, and goes on vacation with her sister to Burma. After losing her passport at a political rally, she...
156	0112541	5894	Blue in the Face	1995	Paul Auster, Wayne Wang, Harvey Wang	Lou Reed, Michael J. Fox, Roseanne Barr, Mel Gorham	Comedy	English	USA	Wayne Wang's follow-up movie to Smoke presents a series of improvisational situations strung together to form a pastiche of Brooklyn's diverse ethnicity, offbeat humor, and essential ...
157	0109370	1775	Canadian Bacon	1995	Michael Moore	John Candy, Alan Alda, Rhea Perlman, Kevin Pollak	Comedy	English	USA	The U.S. President, low in the opinion polls, gets talked into raising his popularity by trying to start a cold war against Canada.
158	0112642	8839	Casper	1995	Brad Silberling	Chauncey Leopardi, Spencer Vrooman, Malachi Pearson, Cathy Moriarty	Animation, Comedy, Family	English	USA	A paranormal expert and his daughter bunk in an abandoned house populated by three mischievous ghosts and one friendly one.
159	0112688	20649	Clockers	1995	Spike Lee	Harvey Keitel, John Turturro, Delroy Lindo, Mekhi Phifer	Crime, Drama, Mystery	English	USA	Young drug pushers in the projects of Brooklyn live hard dangerous lives, trapped between their drug bosses and the detectives out to stop them.
160	0112715	10329	Congo	1995	Frank Marshall	Laura Linney, Dylan Walsh, Ernie Hudson, Tim Curry	Action, Adventure, Mystery	English, American Sign Language	USA	When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong.
161	0112740	8963	Crimson Tide	1995	Tony Scott	Denzel Washington, Gene Hackman, Matt Craven, George Dzundza	Action, Drama, Thriller	English	USA	On a US nuclear missile sub, a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so.
162	0109508	26564	Crumb	1994	Terry Zwigoff	Robert Crumb, Aline Kominsky, Charles Crumb, Maxon Crumb	Documentary, Biography, Comedy	English	USA	An intimate portrait of the controversial cartoonist and his traumatized family.
163	0112851	8068	Desperado	1995	Robert Rodriguez	Antonio Banderas, Salma Hayek, Joaquim de Almeida, Cheech Marin	Action, Thriller	English	USA	A gunslinger is embroiled in a war with a local drug runner.
164	0112857	8512	Devil in a Blue Dress	1995	Carl Franklin	Denzel Washington, Tom Sizemore, Jennifer Beals, Don Cheadle	Crime, Drama, Mystery	English	USA	An African American man is hired to find a woman and gets mixed up in a murderous political scandal.
165	0112864	1572	Die Hard with a Vengeance	1995	John McTiernan	Bruce Willis, Jeremy Irons, Samuel L. Jackson, Graham Greene	Action, Adventure, Thriller	English, German, Romanian	USA	John McClane and a Harlem store owner are targeted by German terrorist Simon Gruber in New York City, where he plans to rob the Federal Reserve Building.
166	0112887	13552	The Doom Generation	1995	Gregg Araki	James Duval, Rose McGowan, Johnathon Schaech, Cress Williams	Action, Comedy, Crime	English	USA, France	Jordan White and Amy Blue, two troubled teens, pick up an adolescent drifter, Xavier Red. Together, the threesome embark on a sex and violence-filled journey through an America of psychos and quickiemarts.
167	0113044	259209	Feast of July	1995	Christopher Menaul	Embeth Davidtz, Tom Bell, Gemma Jones, James Purefoy	Crime, Drama, Mystery	English	USA, UK	After an abandoned young woman in late 19th Century England is taken in by a rural couple with three handsome sons, tragic consequences result.
168	0113071	6520	First Knight	1995	Jerry Zucker	Sean Connery, Richard Gere, Julia Ormond, Ben Cross	Action, Adventure, Romance	English	USA, UK	Lancelot falls in love with Guinevere, who is due to be married to King Arthur. Meanwhile, a violent warlord tries to seize power from Arthur and his Knights of the Round Table.
169	0113114	9073	Free Willy 2: The Adventure Home	1995	Dwight H. Little	Jason James Richter, Francis Capra, Mary Kate Schellhardt, August Schellenberg	Adventure, Drama, Family	English, Malay, Indonesian	France, USA	Jesse becomes reunited with Willy three years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill.
